No;Pertanyaan;Fakta;Dokumen;Keluaran System;TP;TN;FP;FN
128;Kapan Traktat Trianon ditandatangani ?;04 Juni 1920;"4 Juni 1920;4 Juni 1920;4 Juni 1920;4 Juni 1920;4 Juni 1920;4 Juni 1920;4 Juni 1920;4 Juni 1920;28 Juni 1919;10 September 1919;27 November 1919;4 Juni 1920;10 Agustus 1920;4 Juni 1920;4 Juni 1920;28 Juli 1914;11 November 1918;28 Juni 1919;10 September 1919;27 November 1919;4 Juni 1920;10 Agustus 1920;28 Juli 1914;11 November 1918;28 Juni 1914;11 November 1918;16 Juni 1913;28 Juni 1914;28 Juli 1914;30 Juli 1914;4 Agustus 1914;9 September 1914;30 Agustus 1914;12 September 1914;1 Juli 1916;22 April 1915;15 September 1916;1 Juli 1916;1 Juni 1916;7 Januari 1916;29 Mei 1917;19 November 1916;29 September 1918;26 Oktober 1917;6 November 1918;27 Agustus 1916;6 Desember 1916;9 Desember 1917;9 Maret 1918;27 Maret 1918;7 Mei 1918;10 November 1918;3 Maret 1918;3 Mei 1917;7 Mei 1915;6 April 1917;21 Maret 1918;10 April 1918;5 November 1917;8 Agustus 1918;11 November 1918;29 September 1918;11 November 1918;28 Juni 1919;24 Juli 1923;11 November 1918;23 Agustus 1923;23 Oktober 1911;15 September 1916;30 April 1915;1 November 1914;9 November 1918;28 Juni 1919;3 Mei 1915;8 Desember 1915;1 November 1921;11 November 1918;20 November 1914;20 September 1914;11 November 2009;27 September 2010;20 November 2009;20 November 2009;17 November 2009;1 September 1924;17 November 2009;12 November 2009;17 November 2009;17 November 2009;17 November 2009;17 November 2009;28 November 2006;17 September 2000;12 November 2009;12 November 2009;5 November 1918;26 April 1916;2 November 2007;21 April 2009;15 November 1918;28 September 2006;17 November 2009;6 November 2009;17 November 2009;9 November 2011;12 November 2009;12 November 2009;4 Juni 1920";04 Juni 1920;1;0;0;0
129;Kapan Perang Saudara Rusia dimulai?;07-Nov-17;"7 November 1917;25 Oktober 1922;16 Juni 1923;17 Juli 1918;8 April 2022;24 Januari 1919;25 Mei 1918";07-Nov-17;1;0;0;0
130;Kapan Perjanjian Laussane ditandatangani?;24 Juli 1923;"24 Juli 1923;6 Agustus 1924;24 Juli 1923;23 Agustus 1923;25 Agustus 1923;12 Maret 1924;15 Mei 1924;16 Juli 1924;28 November 2012;16 Juli 1924;24 Juni 2022;25 Juli 2021;24 Juli 2021;25 Juli 2021;24 Juli 1923;23 Juni 2022;23 Juni 2022;23 Juni 2022;23 Juni 2022;22 Juni 2022;22 Juni 2022;22 Juni 2022;22 Juni 2022;21 Juni 2022;21 Juni 2022;22 Juni 2022;23 Juni 2022;23 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;25 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;24 Juni 2022;28 Juni 1919;10 September 1919;27 November 1919;4 Juni 1920;10 Agustus 1920;24 Juli 1923;28 Juni 1919;27 November 1919;10 September 1919;4 Juni 1920;10 Agustus 1920;28 Oktober 1922;1 November 1922;20 November 1922;23 April 1923;24 Juli 1923;23 Agustus 1923;25 Agustus 1923;12 Maret 1924;15 Mei 1924;16 Juli 1924;6 Agustus 1924;17 Mei 1639;5 November 1914;22 November 1922;28 Juni 1919;28 Juni 1919;28 Juni 1919;24 Juli 1923;6 Agustus 1924;24 Juli 1923;23 Agustus 1923;25 Agustus 1923;12 Maret 1924;15 Mei 1924;16 Juli 1924;28 November 2012;16 Juli 1924;24 Juli 1923;24 Juli 1923;23 agustus 1923;25 Agustus 1933;12 Maret 1924;15 Mei 1924;16 Juli 1924;6 Agustus 1924;5 November 1914;24 Juli 1923;24 Juni 2022;24 Juli 1923;23 Juli 2020;24 Juli 1923;24 Juli 2023;24 Juni 2022;24 Juni 2022;22 Juni 2022;10 Agustus 1920;23 Agustus 2021;10 Agustus 1920;10 Agustus 1920;10 Agustus 1920;10 Agustus 1920";24 Juli 1923;1;0;0;0
131;Kapan Gabungan Politik Indonesia didirikan?;21 Mei 1939;"21 Mei 1939;4 Juli 1939;12 Desember 1939;25 Desember 1939;11 Mei 2022;25 Juni 1971;19 Maret 1939;24 Juni 2022;7 Agustus 2021;25 Juni 1971;21 Mei 1939;4 Juli 1939;12 Desember 1939;25 Desember 1939;21 Mei 1939;15 Juli 1936;15 Juli 1936;21 Mei 1939;24 Desember 1939;14 September 1941;15 Juli 1936;12 Mei 1939;15 Juli 1936";21 Mei 1939;1;0;0;0
132;Kapan Kongres Pemuda II berakhir?;28 Oktober 1928;"28 Desember 1928;28 Desember 1928;28 Desember 1928;31 Desember 1930;28 Desember 1928;3 Mei 1928;12 Agustus 1928;27 Oktober 1928;28 Oktober 1928;20 Mei 1973;20 Mei 1973;20 Mei 1974;2 Maret 2022;28 Oktober 1928;2 Mei 1928;12 Agustus 1928;28 Oktober 1928;28 Oktober 1928;27 Oktober 1928;28 Oktober 1928;28 Oktober 1928;28 Oktober 1928;28 Oktober 1928;28 Oktober 1928;2 Mei 1926;30 April 1926;1 Mei 1926;2 Mei 1926;28 Oktober 1928;2 Mei 1928;12 Agustus 1928;28 Oktober 1928;27 Oktober 1928;28 Oktober 1928;28 Oktober 1928;28 Oktober 1928;28 Oktober 1928;28 Oktober 1928;29 Oktober 2019;28 Oktober 1928;17 Agustus 1945;7 Maret 1915;2 Mei 1926;28 Oktober 1928;2 Mei 1926;2 Mei 1926;28 Oktober 1928;27 Oktober 1928;28 Oktober 1928;24 Juni 2022;14 Juni 2022;9 Desember 2020;9 Desember 2020;27 Oktober 1928;2 Mei 1926;28 Oktober 1928;28 Oktober 1928;9 Desember 2020;28 Oktober 2020;28 Oktober 1928;28 Oktober 1928;27 Oktober 2020;28 Oktober 1928;2 Mei 1926;28 Oktober 1928;24 Agustus 1903;01 April 2020;01 April 2020;01 April 2020;01 April 2020;01 April 2020;26 Oktober 2016;2 Mei 1926;28 Oktober 1928;28 Oktober 2016";28 Oktober 1928;1;0;0;0
133;Kapan Partai Nasional Indonesia (PNI) berdiri?;04 Juli 1927;"4 Juli 1927;10 Januari 1973;4 Juli 1927;24 Desember 1929;29 Desember 1929;18 Agustus 1930;25 April 1931;4 Juli 1776;30 September 1960;11 Juni 2022;4 Juli 1927;4 Juli 1927;25 April 1931;24 Desember 1929;29 Desember 1929;18 Agustus 1930;25 April 1931;4 Juli 1927;4 Juli 1927;4 Juli 2021;4 Juli 1927;25 April 1931;30 Juni 1934;23 Juni 2022;4 Juli 1927;24 Desember 1929;29 Desember 1929;18 Agustus 1930;25 April 1931;4 Juli 1776;30 September 1960;3 Mei 2001;23 Juni 2022;20 Mei 2021;4 Juli 1927;4 Juli 1927;25 April 1931;24 Desember 1929;29 Desember 1929;18 Agustus 1930;25 April 1931;4 Juli 1927;13 Mei 1981;5 Juli 1959;22 Desember 1930;4 juli 1927;4 Juli 1927;25 April 1931;24 Desember 1929;29 Desember 1929;18 Agustus 1930;25 April 1931;24 Juni 2022;25 Juni 2022;4 Juli 1927;24 Desember 1929;25 April 1931;4 Juli 1927;4 Juli 1927;30 Mei 1928;4 Juli 1927;30 Mei 1928;20 Mei 1929;29 Desember 1929";04 Juli 1927;1;0;0;0
134;Kapan Perang Saudara Tiongkok terjadi?;01 Agustus 1927;"1 Agustus 1927;26 Desember 1936;10 Agustus 1945;7 Desember 1949;1 November 2021;24 April 2022;1 Maret 1932;1 Oktober 1949;01 April 2020;01 April 2020;01 April 2020;01 April 2020;01 April 2020;24 Agustus 2019;24 Agustus 2019;24 Juni 2021;23 Juli 1921;24 Juni 2022;26 Januari 2022;26 Januari 2022;16 Maret 2022;10 Maret 2022;10 Maret 2022;10 Maret 2022;8 Maret 2022;8 Maret 2022;8 Maret 2022;8 Maret 2022;7 Maret 2022;7 Maret 2022;7 Maret 2022;7 Maret 2022;7 Maret 2022;11 Maret 2022;5 Maret 2022;5 Maret 2022;5 Maret 2022;8 Maret 2022;4 Maret 2022;6 Maret 2022;4 Maret 2022;4 Maret 2022;4 Maret 2022;4 Maret 2022;2 Maret 2022";01-Apr-20;0;0;1;0
135;Kapan kmhdi didirikan?;03-Sep-93;"3 September 1993;4 Agustus 1992;11 Oktober 1992;28 Desember 1992;20 April 1993;4 September 1993;4 September 1993;3 September 1993;29 April 2022;22 April 2019;1 Juni 2022;25 Mei 2022;5 Mei 2022;18 April 2022;13 April 2022;6 April 2022;10 Maret 2022;27 Januari 2022;14 Desember 2021;12 Desember 2021;14 Desember 2021;3 September 1993;4 Agustus 1992;11 Oktober 1992;28 Desember 1992;20 April 1993;4 September 1993;4 September 1993;3 September 1993";03-Sep-93;1;0;0;0
136;Kapan Gestapo didirikan?;26-Apr-33;"24 Juni 2022;26 April 2022;26 April 2022;23 Juni 2022;22 Juni 2022;15 Juni 2022;15 Juni 2022;8 Juni 2022;5 Juni 2022;4 Juni 2022;1 Juni 2022;30 Mei 2022;28 Mei 2022;23 Juni 2022;23 Juni 2022;17 Juni 1936;19 Januari 2022;26 April 1933;17 Juni 1936;20 Maret 1933;20 Maret 1933;26 April 1933;26 April 2018;26 April 1933;26 April 1933;20 April 1934;7 Mei 1945;26 April 1933;17 Juni 1936";26-Apr-33;1;0;0;0
137;Kapan Komitet Gosudarstvennoy Bezopasnosti didirikan?;13 Maret 1954;"13 Maret 1954;6 November 1991;20 Juli 1926;1 Desember 1934;23 Januari 1953;13 Maret 1954;25 Desember 1991;3 April 1995;03 April 2018;30 Agustus 1948;13 Maret 1954;6 November 1991;20 Juli 1926;1 Desember 1934;23 Januari 1953;13 Maret 1954;25 Desember 1991;3 April 1995";13 Maret 1954;1;0;0;0
138;Kapan Sumpah Pemuda Keturunan Arab digelar di Pekojan, Jakarta Barat?;04 Oktober 1934;"5 Oktober 1934;1 Agustus 1934;5 Oktober 1934;4 Oktober 1934;28 Oktober 2015;4 Oktober 1934;17 Agustus 1945;1 November 2015;5 Maret 2013;11 Maret 2013;23 Juni 2022;23 Juni 2022;19 Juni 2022;22 Juni 2022;21 Juni 2022;21 Juni 2022;22 Juni 2022;21 Juni 2022;21 Juni 2022;21 Juni 2022;20 Juni 2022;5 Oktober 1934;1 Agustus 1934;5 Oktober 1934;4 Oktober 1934;16 September 2007;6 Januari 2002;17 April 2022;4 Oktober 1934;28 Oktober 1928;28 Oktober 2015;28 Oktober 2017;30 Juni 2022;4 Oktober 2015;4 Oktober 2015;5 Oktober 1934;25 Mei 1575;25 Juni 1896;19 April 2022;12 April 1912;12 April 2022;12 April 1912;6 April 2022;17 Maret 2022;08 Juli 2017;28 Oktober 1928;4 Oktober 1934;17 Agustus 1945;17 Agustus 1946;21 Januari 1985;2 November 2012;08 Juli 2017;4 Oktober 1934;28 Oktober 1928;28 Oktober 2015;28 Oktober 2017;24 Desember 1984;21 Januari 1985;21 Januari 1985;16 Maret 1985;12 September 1984;25 Maret 2015;25 Maret 2015;19 Maret 2017;4 Oktober 1934;10 Juli 1921;17 Agustus 1945;27 Maret 2019;30 Maret 2019;4 Oktober 1934;5 Oktober 1934;17 Juni 2019;16 Juni 2019;15 Juli 1936;22 Juni 2019;17 Maret 1898;20 Juni 2019;11 Agustus 2013;10 Juli 1921;25 Januari 1998;25 Mei 2019;25 Maret 1937;4 Oktober 1934;8 Maret 1942;17 Agustus 1945;3 November 1945;17 Agustus 1945;16 Oktober 1945;25 Desember 1950;25 Desember 1950;17 Agustus 1945;1 Juni 2019;11 November 1946;22 Maret 1946;27 Oktober 1947;28 Juli 2019;2 November 1949;17 Agustus 1945;30 Desember 1949;11 Agustus 2013;3 Juni 2019;17 Agustus 1945;17 Agustus 1945";04 Oktober 1934;1;0;0;0
139;Kapan kasus pertama covid di indonesia?;2 Maret 2020;"2 Maret 2020;2 Maret 2020;2 Maret 2020;2 Maret 2020;10 Maret 2020;10 Maret 2020;10 April 2020;10 April 2020;10 April 2020;13 April 2020;24 April 2020;24 April 2020;2 maret 2020;2 Maret 2022;1 Maret 2022;2 Maret 2020;2 Maret 2020;2 Maret 2020;2 Maret 2021;2 Maret 2020;9 Juli 2020;2 Maret 2021;23 Juni 2022;22 Juni 2022;21 Juni 2022;20 Juni 2022;19 Juni 2022;9 Oktober 1958;2 Maret 1952;5 Juli 2011;1 Oktober 2005;2 Maret 2009;22 Juni 2022;22 Juni 2022;22 Juni 2022;22 Juni 2022;2 Maret 2020;2 Maret 2020;23 Juni 2022;13 Januari 2021;11 Maret 2020;13 Juli 2020;27 Mei 2020;9 April 2020;6 Juli 2020;22 Juni 2022;2 Maret 2020;6 Maret 2020;8 Maret 2020;9 Maret 2020;10 Maret 2020;22 Maret 2020;23 Maret 2020;24 Maret 2020;25 Maret 2020;26 Maret 2020;27 Maret 2020;28 Maret 2020;29 Maret 2020;30 Maret 2020;31 Maret 2020;1 April 2020;2 April 2020;3 April 2020;4 April 2020;5 April 2020;6 April 2020;7 April 2020;8 April 2020;9 April 2020;10 April 2020;11 April 2020;12 April 2020;13 April 2020;14 April 2020;15 April 2020;16 April 2020;17 April 2020;18 April 2020;19 April 2020;20 April 2020;21 April 2020;22 April 2020;23 April 2020;24 April 2020;25 April 2020;26 April 2020;27 April 2020;28 April 2020;29 April 2020;30 April 2020;1 Mei 2020;2 Mei 2020;3 Mei 2020;4 Mei 2020;5 Mei 2020;6 Mei 2020;7 Mei 2020;8 Mei 2020;9 Mei 2020;10 Mei 2020;11 Mei 2020;12 Mei 2020;13 Mei 2020;14 Mei 2020;15 Mei 2020;16 Mei 2020;17 Mei 2020;18 Mei 2020;19 Mei 2020;20 Mei 2020;21 Mei 2020;22 Mei 2020;23 Mei 2020;24 Mei 2020;25 Mei 2020;26 Mei 2020;27 Mei 2020;28 Mei 2020;29 Mei 2020;30 Mei 2020;31 Mei 2020;1 Juni 2020;2 Juni 2020;3 Juni 2020;4 Juni 2020;5 Juni 2020;6 Juni 2020;7 Juni 2020;8 Juni 2020;9 Juni 2020;10 Juni 2020;11 Juni 2020;12 Juni 2020;13 Juni 2020;14 Juni 2020;15 Juni 2020;16 Juni 2020;17 Juni 2020;18 Juni 2020;19 Juni 2020;20 Juni 2020;21 Juni 2020;22 Juni 2020;23 Juni 2020;24 Juni 2020;25 Juni 2020;26 Juni 2020;27 Juni 2020;28 Juni 2020;29 Juni 2020;30 Juni 2020;1 Juli 2020;2 Juli 2020;3 Juli 2020;4 Juli 2020;5 Juli 2020;6 Juli 2020;7 Juli 2020;8 Juli 2020;9 Juli 2020;10 Juli 2020;11 Juli 2020;12 Juli 2020;13 Juli 2020;14 Juli 2020;15 Juli 2020;16 Juli 2020;17 Juli 2020;18 Juli 2020;19 Juli 2020;20 Juli 2020;21 Juli 2020;22 Juli 2020;23 Juli 2020;24 Juli 2020;25 Juli 2020;26 Juli 2020;27 Juli 2020;28 Juli 2020;29 Juli 2020;30 Juli 2020;31 Juli 2020;1 Agustus 2020;2 Agustus 2020;3 Agustus 2020;4 Agustus 2020;5 Agustus 2020;6 Agustus 2020;7 Agustus 2020;8 Agustus 2020;9 Agustus 2020;10 Agustus 2020;11 Agustus 2020;12 Agustus 2020;13 Agustus 2020;14 Agustus 2020;15 Agustus 2020;16 Agustus 2020;17 Agustus 2020;18 Agustus 2020;19 Agustus 2020;20 Agustus 2020;21 Agustus 2020;22 Agustus 2020;23 Agustus 2020;24 Agustus 2020;25 Agustus 2020;26 Agustus 2020;27 Agustus 2020;28 Agustus 2020;29 Agustus 2020;30 Agustus 2020;31 Agustus 2020;1 September 2020;2 September 2020;3 September 2020;4 September 2020;5 September 2020;6 September 2020;7 September 2020;8 September 2020;9 September 2020;10 September 2020;11 September 2020;12 September 2020;13 September 2020;14 September 2020;15 September 2020;16 September 2020;17 September 2020;18 September 2020;19 September 2020;20 September 2020;21 September 2020;22 September 2020;23 September 2020;24 September 2020;25 September 2020;26 September 2020;27 September 2020;28 September 2020;29 September 2020;1 Oktober 2020;2 Oktober 2020;3 Oktober 2020;4 Oktober 2020;5 Oktober 2020;6 Oktober 2020;7 Oktober 2020;8 Oktober 2020;9 Oktober 2020;10 Oktober 2020;11 Oktober 2020;12 Oktober 2020;13 Oktober 2020;14 Oktober 2020;15 Oktober 2020;16 Oktober 2020;17 Oktober 2020;18 Oktober 2020;19 Oktober 2020;20 Oktober 2020;21 Oktober 2020;22 Oktober 2020;23 Oktober 2020;24 Oktober 2020;25 Oktober 2020;26 Oktober 2020;27 Oktober 2020;28 Oktober 2020;29 Oktober 2020;30 Oktober 2020;31 Oktober 2020;1 November 2020;2 November 2020;3 November 2020;4 November 2020;5 November 2020;6 November 2020;7 November 2020;8 November 2020;9 November 2020;10 November 2020;11 November 2020;12 November 2020;13 November 2020;14 November 2020;15 November 2020;16 November 2020;17 November 2020;18 November 2020;19 November 2020;20 November 2020;21 November 2020;22 November 2020;23 November 2020;24 November 2020;25 November 2020;26 November 2020;27 November 2020;28 November 2020;29 November 2020;30 November 2020;1 Desember 2020;2 Desember 2020;3 Desember 2020;4 Desember 2020;5 Desember 2020;6 Desember 2020;7 Desember 2020;8 Desember 2020;9 Desember 2020;10 Desember 2020;11 Desember 2020;12 Desember 2020;1 Juni 2020;2 Juni 2020;3 Juni 2020;4 Juni 2020;5 Juni 2020;6 Juni 2020;7 Juni 2020;8 Juni 2020;9 Juni 2020;10 Juni 2020;10 Juni 2020;10 Maret 2020;21 Maret 2020;18 Maret 2020;24 April 2020;19 Maret 2020;20 Maret 2020;23 Maret 2020;26 Maret 2020;14 Maret 2020;20 Maret 2020;20 Maret 2020;21 Maret 2020;21 Maret 2020;1 April 2020;25 April 2020;11 Juni 2020;17 Maret 2020;16 Maret 2020;17 Maret 2020;20 Maret 2020;23 Maret 2020;29 Mei 2020;23 Maret 2020;2 April 2020;21 April 2020;24 April 2020;7 Mei 2020;2 April 2020;30 Maret 2020;21 April 2020;27 Agustus 2020;2 Maret 2020;11 Maret 2020;13 Maret 2020;17 Maret 2020;19 Maret 2020;23 Maret 2020;24 Maret 2020;16 Maret 2020;23 Maret 2020;23 Maret 2020";2 Maret 2020;1;0;0;0
140;Kapan Soetardjo Kartohadikoesoemo mengusulkan sebuah petisi yang dikenal sebagai Petisi Soertardjo dalam sidang Volksraad?;15 Juli 1936;"20 Desember 1976;22 Oktober 1892;20 Desember 1920;7 Agustus 1931;27 Agustus 1931;15 Juli 1936;1 Oktober 1936;16 November 1938;18 Agustus 1945;20 Desember 1976;28 Juni 2018;15 Juli 1936;17 September 1936;29 September 1936;1 Oktober 1936;14 November 1938;18 Maret 2022;9 Juli 1936;1 Oktober 1936;16 November 1938;29 November 1938;21 Mei 1939;01 April 2020;01 April 2020;01 April 2020;01 April 2020;01 April 2020;16 Agustus 1945;17 Agustus 1945;22 Oktober 1892;27 Agustus 2015;27 September 2015;7 Oktober 1932;22 Oktober 1892;26 Agustus 1930;25 Agustus 1930;20 Desember 1920;24 Desember 1930;18 Maret 1931;15 Juli 1931;18 Juli 1931;17 Juli 1931;30 Juli 1931;13 Agustus 1931;17 Agustus 1931;7 Agustus 1931;12 Agustus 1931;12 Agustus 1931;15 Juni 1931;27 Agustus 1931;28 Agustus 1931;19 Agustus 1931;29 Agustus 1931;24 September 1931;1 Oktober 1931;16 Januari 1932;12 September 1931;16 Juni 1932;12 April 1932;22 April 1932;28 April 1932;23 Mei 1932;5 Agustus 1932;8 Agustus 1932;8 Oktober 1932;10 Oktober 1932;18 Oktober 1932;7 Oktober 1932;10 Oktober 1932;18 Oktober 1932;26 Oktober 1932;26 Agustus 1932;16 November 1932;7 Juli 1932;15 Agustus 1932;25 November 1932;1 Januari 1933;27 Januari 1933;24 Januari 1933;4 Januari 1933;22 Maret 1933;10 Agustus 1932;29 Maret 1933;31 Maret 1933;23 Juli 1933;14 Juli 1933;17 Agustus 1933;16 Oktober 1933;18 Oktober 1933;7 November 1933;18 November 1933;1 Desember 1933;25 Oktober 1933;13 Desember 1933;28 Desember 1933;29 Januari 1934;31 Januari 1934;11 April 1934;23 Maret 1934;29 Maret 1934;8 Maret 1934;10 Mei 1934;3 April 1934;30 Juni 1934;11 Mei 1934;18 Mei 1934;23 Mei 1934;24 Mei 1934;13 Juni 1934;26 Mei 1934;6 Juli 1934;1 Juni 1934;16 Juni 1934;16 Juni 1934;8 November 1933;7 Juli 1934;21 Juni 1934;13 Juni 1934;14 Juli 1934;3 Agustus 1934;7 Agustus 1934;8 Agustus 1934;11 September 1934;8 September 1934;8 September 1934;25 Agustus 1934;18 September 1934;19 Desember 1934;23 Maret 1935;1 Mei 1935;14 Maret 1935;2 April 1935;3 April 1935;1 Mei 1935;12 Juni 1935;12 Desember 1935;18 Desember 1935;1 Januari 1935;20 Agustus 1935;20 Agustus 1935;11 Maret 1936;18 Maret 1936;22 Juni 1936;15 Juli 1936;16 Juli 1936;1 Oktober 1936;16 November 1938;16 November 1938;29 November 1938;14 Agustus 1936;24 Agustus 1936;15 September 1936;15 Juli 1936;29 September 1936;24 Maret 1937;12 November 1937;7 Oktober 1937;25 Mei 1937;21 Desember 1937;28 November 1937;6 November 1937;12 Desember 1937;12 November 1937;28 November 1937;30 November 1937;23 Januari 1938;17 Januari 1938;25 Januari 1938;15 Mei 1938;6 Mei 1938;5 Oktober 1937;15 November 1937;15 November 1937;3 September 1937;3 September 1937;8 Januari 1938;21 Maret 1938;24 Mei 1937;26 September 1938;1 September 1938;29 November 1938;16 November 1938;8 Desember 1938;22 Desember 1937;15 Juli 1937;29 Juli 1938;15 September 1937;29 Juli 1938;8 Agustus 1938;25 Oktober 1938;1 Desember 1938;8 Juli 2016;17 Agustus 1945;13 Maret 2016;27 Agustus 2015;29 September 1936";16-Nov-38;0;0;1;0
141;Kapan Jerman Nazi dan Italia Fasis menandatangani perjanjian kerja sama?;25 Oktober 1936;"18 September 1931;2 Oktober 1935;1 November 1936;25 November 1936;7 Juli 1937;13 Maret 1938;29 September 1938;15 Maret 1939;31 Maret 1939;15 April 1939;23 Agustus 1939;1 September 1939;3 September 1939;17 September 1939;29 September 1939;30 November 1939;12 Maret 1940;9 April 1940;9 Juni 1940;10 Mei 1940;22 Juni 1940;10 Juni 1940;28 Juni 1940;14 Juni 1940;6 Agustus 1940;10 Juli 1940;31 Oktober 1940;30 Agustus 1940;13 September 1940;27 September 1940;1 Maret 1941;6 April 1941;10 April 1941;15 Juni 1941;22 Juni 1941;6 Desember 1941;7 Desember 1941;8 Desember 1941;13 Desember 1941;30 Mei 1942;28 Juni 1942;24 Oktober 1942;8 November 1942;23 November 1942;13 Mei 1943;5 Juli 1943;10 Juli 1943;25 Juli 1943;8 September 1943;9 September 1943;6 November 1943;22 Januari 1944;19 Maret 1944;4 Juni 1944;6 Juni 1944;22 Juni 1944;25 Juli 1944;1 Agustus 1944;5 Oktober 1944;15 Agustus 1944;25 Agustus 1944;23 Agustus 1944;29 Agustus 1944;28 Oktober 1944;12 September 1944;20 Oktober 1944;15 Oktober 1944;16 Desember 1944;1 Januari 1945;12 Januari 1945;7 Maret 1945;16 April 1945;30 April 1945;7 Mei 1945;9 Mei 1945;6 Agustus 1945;8 Agustus 1945;9 Agustus 1945;2 September 1945;14 Agustus 1945;1 November 1936;25 November 1936;6 November 1937;22 Mei 1939;27 September 1940;20 November 1940;23 November 1940;1 Maret 1941;25 Maret 1941;15 Juni 1941;26 Juni 1941;2 Agustus 1934;30 April 1945;30 Januari 1933;30 April 1945;30 Januari 1933;30 Januari 1935;20 April 1889;30 April 1945;7 April 1925;30 April 1945;20 April 1889;30 April 1945;30 April 1945;20 April 1889;3 Januari 1903;21 Desember 1907;4 Agustus 1918;18 Mei 1918;5 Maret 1917;15 Oktober 1918;12 September 1919;30 Oktober 1923;8 November 1923;11 November 1923;20 Desember 1924;4 Januari 1925;24 Oktober 1929;11 Mei 1924;11 Desember 1924;11 Mei 1928;11 September 1930;11 Juli 1932;11 November 1932;11 Maret 1933;25 September 1930;7 April 1925;27 Januari 1932;30 Januari 1933;30 Januari 1933;6 Maret 1933;21 Maret 1933;21 Maret 1933;2 Mei 1933;14 Juli 1933;2 Juli 1934;2 Agustus 1934;25 Oktober 1936;18 Juni 1935;12 Maret 1938;29 Maret 1938;1 Oktober 1938;15 Maret 1939;31 Maret 1939;22 Agustus 1939;25 Agustus 1939;1 September 1939;15 Mei 1940;27 September 1940;22 Juni 1941;7 Desember 1941;18 Desember 1941;6 Juni 1944;12 April 1945;30 April 1945;4 April 1970;30 Januari 1939;20 Januari 1942;15 September 1935;20 Juli 1944;29 April 1945;7 April 1925;19 November 2008;29 September 2008;23 September 2012;7 April 1925;13 April 2012;10 September 2003;23 Maret 1919;1 September 1939;7 Desember 1941;1 September 1939;10 Juni 1940;27 September 1940;22 Juni 1941;7 Mei 1942;19 November 1942;18 September 1944;12 Oktober 1944;6 Juni 1944;8 Mei 1945;2 Agustus 1945;14 Agustus 1945;2 September 1945;2 Agustus 1945;8 Agustus 1951";30-Apr-45;0;0;1;0
142;Poros Roma-Berlin diumumkan?;01-Nov-36;"1 November 1936;25 November 1936;6 November 1937;22 Mei 1939;27 September 1940;20 November 1940;23 November 1940;1 Maret 1941;25 Maret 1941;15 Juni 1941;26 Juni 1941;23 Oktober 1932;10 November 1932;25 Juni 1934;6 November 1937;27 September 1940;20 November 1940;23 November 1940;24 November 1940;1 Maret 1941;7 Desember 1941;11 Desember 1941;7 November 2021;24 Juni 2022;15 Oktober 2021;06 Juni 1944;06 Juni 1944;1 September 1939;1 September 1939;6 Juni 1944;30 April 1945;15 Agustus 1945;18 Juli 2013;24 Juni 1948;12 Mei 1949;18 Juli 1948;12 Mei 1949;3 Maret 1942;3 Maret 1942;23 November 2021";06-Nov-37;0;0;1;0
